,text,label
0,굿티 프리미엄 구강세정기,0
1,굿티 14일 무료체험 이벤트,0
2,모든 구강 고민 해결은 굿티,0
3,"{keyword:구강건강}, 굿티로 시작!",0
4,KC인증받은 굿티 {keyword:구강세정기},0
5,KC인증받은 굿티 {keyword:구강세정기},0
6,모든 구강 고민 해결은 굿티,0
7,KC인증받은 굿티 {keyword:구강세정기},0
8,"{keyword:구강건강}, 굿티로 시작!",0
9,굿티 신제품 {keyword:잇몸치약},0
10,굿티 휴대용 구강세정기,0
11,"{keyword:구강건강}, 굿티로 시작!",0
12,"{keyword:구강건강}, 굿티로 시작!",0
13,굿티 신제품 {keyword:잇몸치약},0
14,굿티 신제품 {keyword:잇몸치약},0
15,굿티 신제품 {keyword:잇몸치약},0
16,굿티 신제품 {keyword:잇몸치약},0
17,굿티 {keyword:잇몸치약} 출시기념,0
18,굿티 휴대용 구강세정기,0
19,"{keyword:구강건강}, 굿티로 시작!",0
20,"{keyword:구강건강}, 굿티로 시작!",0
21,굿티 휴대용 구강세정기,0
22,"{keyword:구강건강}, 굿티로 시작!",0
23,"{keyword:구강건강}, 굿티로 시작!",0
24,굿티 신제품 {keyword:잇몸치약},0
25,굿티 신제품 {keyword:잇몸치약},0
26,굿티 신제품 {keyword:잇몸치약},0
27,굿티 신제품 {keyword:잇몸치약},0
28,굿티 {keyword:잇몸치약} 출시기념,0
29,굿티 신제품 {keyword:잇몸치약},0
30,굿티 신제품 {keyword:잇몸치약},0
31,굿티 신제품 {keyword:잇몸치약},0
32,굿티 신제품 {keyword:잇몸치약},0
33,굿티 {keyword:잇몸치약} 출시기념,0
34,부드럽게 닦는 굿티 {keyword:음파칫솔},0
35,부드럽게 닦는 굿티 음파칫솔,0
36,부드러운 굿티 음파칫솔 출시,0
37,굿티 음파칫솔 출시기념 할인,0
38,굿티 휴대용 구강세정기,0
39,"{keyword:구강건강}, 굿티로 시작!",0
40,"{keyword:구강건강}, 굿티로 시작!",0
41,"{keyword:구강건강}, 굿티로 시작!",0
42,굿티 휴대용 구강세정기,0
43,"{keyword:구강건강}, 굿티로 시작!",0
44,굿티 휴대용 구강세정기,0
45,"{keyword:구강건강}, 굿티로 시작!",0
46,"{keyword:구강건강}, 굿티로 시작!",0
47,{keyword:구강세정기}는 역시 굿티!,0
48,{keyword:구강세정기}는 역시 굿티!,0
49,{keyword:전동칫솔}은 역시 굿티!,0
50,{keyword:전동칫솔}은 역시 굿티!,0
51,{keyword:구강세정기}는 역시 굿티!,0
52,{keyword:구강세정기}는 역시 굿티!,0
53,모든 구강 고민 해결은 굿티,0
54,굿티 구강세정기 시크릿딜,0
55,굿티 14일 무료체험 이벤트,0
56,굿티 프리미엄 구강세정기,0
57,모든 구강 고민 해결은 굿티,0
58,굿티 구강세정기 시크릿딜,0
59,{keyword:구강세정기}는 역시 굿티!,0
60,구강세정기 고민 끝! 구강 케어는 굿티로!,0
61,굿티_정상가2,0
62,굿티_정상가1,0
63,완도담은_RT_F1865_15kcal1700_220317_a,1
64,완도담은_RT_F1865_15kcal1700_220317_b,1
65,bjb_img_price_bc_211123_47a,1
66,완도담은_UT_F2564_타이틀O_220217_1a,1
67,snwd_img_price_dt_211123_44a,1
68,슬림19_UT_FM2559_곤약비교_220216_1d,1
69,완도담은_UT_F2564_타이틀O_220217_2a,1
70,snwd_img_price_dt_211123_44ad,1
71,완도담은_UT_F2564_월남쌈_초저열량_220303_1C,1
72,슬림19_RT_FM2559_곤약비교_220216_1d,1
73,완도담은미역국수_UT_F2564_다먹어도_220307_a,1
74,완도담은_UT_F2564_하단배너_7일11900원_220303_1B,1
75,완도담은_UT_F2564_비빔국수레시피_220310,1
76,완도담은_UT_F2564_비빔국수USP_220310,1
77,"완도담은_UT_F2564_하단배너_교차15kcal,7일11900원_220303_1A",1
78,bjb_img_price_bc_211123_47c,1
79,슬림19_RT_FM2564_간편함숏폼_220315_a,1
80,슬림19_yt_ut_f2565_곤약영양비교_vid01,1
81,슬림19_yt_ut_f2565_곤약칼로리비교_vid01,1
82,보고쿡 계간지구마 닭가슴살 소시지 리얼 미니 고구마 군고구마 식단관리 도시락,1
83,슬림19_RT_FM2564_간편함숏폼_220315_c,1
84,슬림19_RT_FM2564_간편함숏폼_220315_b,1
85,완도담은_ut_f2565_제조과정_220315_a,1
86,완도담은_ut_f2565_레시피_220315_a,1
87,완도담은_ut_f2565_제조과정_220315_a,1
88,완도담은_ut_f2565_레시피_220315_a,1
89,슬림19_UT_FM2559_곤약비교_220216_2d,1
90,미역곰탕_UT_FM2564_3분2536_220203_b,1
91,슬림19_UT_FM2564_간편함숏폼_220315_b,1
92,bjb_img_price_bc_211123_47a,1
93,통족발_UT_FM1865_60만팩_220316_a,1
94,통족발_UT_FM1865_5000원대_220316_a,1
95,[기간한정특가]보고쿡 완도 담은 미역국수 10팩 해초 해조 비빔 메밀 소스 초계 육수 박나래,1
96,슬림19_UT_FM2564_간편함숏폼_220315_a,1
97,통족발_RT_P&C180_FM1865_5000원대_220316_a,1
98,통족발_UT_FM1865_시즐컷_220325_c,1
99,통족발_RT_P&C180_FM1865_시즐컷_220325_b,1
100,통족발_RT_P&C180_FM1865_시즐컷_220325_a,1
101,통족발_UT_FM1865_시즐컷_220325_a,1
102,통족발_UT_FM1865_시즐컷_220325_b,1
103,통족발_RT_P&C180_FM1865_시즐컷_220325_c,1
104,완도담은미역국수_UT_F3064_15칼로리면_220112_02a,1
105,완도담은미역국수_UT_F3064_100만팩화제_220112_04a,1
106,슬림19_UT_FM2564_간편함숏폼_220315_c,1
107,통족발_RT_P&C180_FM1865_60만팩_220316_a,1
108,nan,1
109,nan,1
110,nan,1
111,bjb_vid_sizz_yt_211117_01b,1
112,bjb_vid_sizz_yt_211117_01a,1
113,통족발_ut_f2565_60만팩돌파_220328,1
114,통족발_ut_f2565_5천원대_220328,1
115,통족발_ut_f2565_60만팩돌파_220328,1
116,통족발_rt_f2565_60만팩돌파_220328,1
117,bjb_vid_sizz_yt_211117_01a,1
118,통족발_ut_f2565_60만팩돌파_220328,1
119,통족발_ut_f2565_5천원대_220328,1
120,bjb_vid_sizz_yt_211117_01a,1
121,bjb_vid_sizz_yt_211117_01a,1
122,통족발_ut_f2565_5천원대_220328,1
123,통족발_rt_f2565_5천원대_220328,1
124,통족발_ut_f2565_60만팩돌파_220328,1
125,통족발_ut_f2565_5천원대_220328,1
126,슬림19_UT_FM2564_곤약영양가비교_220322_a,1
127,슬림19_UT_FM2564_곤약칼로리비교_220322_a,1
128,슬림19_RT_FM2564_곤약영양가비교_220322_a,1
129,슬림19_RT_FM2564_곤약칼로리비교_220322_a,1
130,슬림19_yt_ut_f2565_곤약영양비교_vid01,1
131,슬림19_yt_ut_f2565_곤약영양비교_vid01,1
132,슬림19_yt_ut_f2565_곤약칼로리비교_vid01,1
133,폭찹,1
134,학센족발,1
135,학센,1
136,돼지고기,1
137,돼지껍데기구이,1
138,등갈비김치찜만드는법,1
139,순대국창업,1
140,샤브샤브창업,1
141,숙성고기,1
142,등뼈,1
143,장어구이창업,1
144,닭갈비창업,1
145,육회전문점,1
146,고기전문점,1
147,등갈비찜황금레시피,1
148,감자탕,1
149,등갈비맛집,1
150,고추장삼겹살,1
151,글루텐프리,1
152,글루텐프리라면,1
153,글루텐프리파스타,1
154,글루텐프리파스타면,1
155,글루텐프리국수,1
156,글루텐프리국수면,1
157,밀가루없는국수면,1
158,밀가루없는국수,1
159,밀가루없는면,1
160,밀가루프리국수면,1
161,밀가루프리국수,1
162,밀가루프리면,1
163,글루텐프리면,1
164,글루텐프,1
165,글루텐free,1
166,편의점미니족발,1
167,미니족발가격,1
168,미니족발만드는법,1
169,미역국수,1
170,미역면,1
171,미역국수바로먹는,1
172,미역국수비빔,1
173,미역국수우동,1
174,미역국수비빔소스,1
175,미역국수오리엔탈소스,1
176,글루텐프리식단,1
177,밀가루없는음식,1
178,글루텐프리음식,1
179,다시마국수,1
180,다시마국수면,1
181,다시마면,1
182,톳국수,1
183,톳국수면,1
184,톳면,1
185,해조국수,1
186,해조국수다시마국수,1
187,해조국수면,1
188,해조국수멸치맛,1
189,해조국수바로먹는,1
190,해조국수비빔,1
191,해조국수세트,1
192,해조국수쌀국수,1
193,해조국수우동,1
194,해조면,1
195,해초국수,1
196,해초국수10봉,1
197,해초국수다이어트,1
198,해초국수면,1
199,해초국수면1개,1
200,해초국수면25,1
201,해초국수톳,1
202,해초면,1
203,미역국수다이어트후기,1
204,완도미역국수,1
205,미역국수파는곳,1
206,완도산미역국수,1
207,미역라면,1
208,미역국수요리법,1
209,해조미미역국수,1
210,후루룩미역국수,1
211,보고쿡미역국수,1
212,해초미인미역국수,1
213,미역국수다이어트,1
214,미역비빔국수,1
215,미역국수슬림19,1
216,나래미역국수,1
217,나래미역면,1
218,나혼산나래미역국수,1
219,나혼산나래미역면,1
220,나혼산다이어트국수,1
221,나혼산미역국수,1
222,나혼산미역면,1
223,나혼산박나래국수,1
224,나혼산박나래미역국수,1
225,나혼산박나래미역면,1
226,나혼산보고쿡미역국수,1
227,나혼산보고쿡미역면,1
228,나혼자산다나래미역국수,1
229,나혼자산다나래미역면,1
230,나혼자산다다이어트국수,1
231,나혼자산다미역국수,1
232,나혼자산다미역면,1
233,나혼자산다박나래국수,1
234,나혼자산다박나래미역국수,1
235,나혼자산다박나래미역면,1
236,나혼자산다보고쿡미역국수,1
237,나혼자산다보고쿡미역면,1
238,박나래다이어트,1
239,박나래다이어트국수,1
240,박나래미역국수,1
241,박나래미역면,1
242,독일슈바인학센,1
243,독일족발,1
244,독일식통족발,1
245,학센족발,1
246,독일정통족발슈바인학센,1
247,슈바인학센에어프라이어,1
248,슈바이네학센,1
249,슈바인학센족발,1
250,핑크테이블슈바인학센,1
251,슈바인학센만들기,1
252,독일식족발,1
253,제주슈바인학센,1
254,슈바인학센먹는법,1
255,슈바인학센소스,1
256,슈바인학센배달,1
257,학센,1
258,슈바인학센밀키트,1
259,독일족발학센,1
260,독일식왕족발,1
261,학센에어프라이어,1
262,슈바인스학세,1
263,슈바인학센,1
264,존쿡슈바인학센,1
265,슈바인학센맛집,1
266,독일식족발학센,1
267,슈바인학센에어프라이어,1
268,슈바인학센먹는법,1
269,슈바인학센맛집,1
270,슈바인학센밀키트,1
271,독일식왕족발,1
272,슈바인학센만들기,1
273,독일식족발학센,1
274,독일슈바인학센,1
275,존쿡슈바인학센,1
276,독일정통족발슈바인학센,1
277,독일족발학센,1
278,슈바인학센배달,1
279,슈바인학센,1
280,제주슈바인학센,1
281,독일식족발,1
282,슈바인스학세,1
283,독일족발,1
284,학센에어프라이어,1
285,핑크테이블슈바인학센,1
286,슈바인학센소스,1
287,독일식통족발,1
288,슈바인학센족발,1
289,슈바이네학센,1
290,해조국수면,1
291,해초국수다이어트,1
292,해초면,1
293,해조국수바로먹는,1
294,해초국수,1
295,해조국수,1
296,해조면,1
297,해초국수면25,1
298,다시마국수면,1
299,해초국수면,1
300,다시마면,1
301,톳면,1
302,해조국수우동,1
303,해조국수비빔,1
304,해조국수쌀국수,1
305,해조국수세트,1
306,해조국수다시마국수,1
307,톳국수,1
308,톳국수면,1
309,해초국수톳,1
310,해초국수면1개,1
311,해초국수10봉,1
312,다시마국수,1
313,해조국수멸치맛,1
314,해조국수멸치맛,1
315,다시마국수면,1
316,나혼자산다나래미역국수,1
317,미역국수슬림19,1
318,박나래다이어트국수,1
319,박나래다이어트,1
320,나혼산보고쿡미역면,1
321,완도미역국수,1
322,나혼산다이어트국수,1
323,해조국수쌀국수,1
324,나래미역면,1
325,나혼산보고쿡미역국수,1
326,나혼자산다다이어트국수,1
327,미역라면,1
328,톳국수면,1
329,해조국수세트,1
330,톳국수,1
331,미역면,1
332,후루룩미역국수,1
333,나래미역국수,1
334,해초국수면1개,1
335,해조국수바로먹는,1
336,나혼자산다미역국수,1
337,미역국수파는곳,1
338,해조국수,1
339,미역국수바로먹는,1
340,나혼산박나래미역국수,1
341,미역국수다이어트후기,1
342,나혼산박나래미역면,1
343,톳면,1
344,나혼산미역면,1
345,해초미인미역국수,1
346,해조미미역국수,1
347,해초국수면25,1
348,나혼산미역국수,1
349,해조국수면,1
350,나혼자산다미역면,1
351,해초국수,1
352,나혼자산다보고쿡미역면,1
353,해초국수다이어트,1
354,미역국수오리엔탈소스,1
355,해초국수10봉,1
356,나혼자산다박나래국수,1
357,완도산미역국수,1
358,나혼산나래미역국수,1
359,미역비빔국수,1
360,나혼산나래미역면,1
361,나혼자산다나래미역면,1
362,미역국수비빔,1
363,해초면,1
364,나혼자산다박나래미역면,1
365,해조국수우동,1
366,미역국수,1
367,다시마면,1
368,미역국수비빔소스,1
369,해조국수비빔,1
370,보고쿡미역국수,1
371,해조면,1
372,박나래미역국수,1
373,해조국수다시마국수,1
374,해초국수면,1
375,나혼자산다박나래미역국수,1
376,미역국수우동,1
377,미역국수다이어트,1
378,다시마국수,1
379,해초국수톳,1
380,나혼자산다보고쿡미역국수,1
381,미역국수요리법,1
382,박나래미역면,1
383,나혼산박나래국수,1
384,핑크테이블,1
385,왕족발,1
386,통족발,1
387,왕족발보쌈,1
388,왕족발,1
389,왕족발보쌈,1
390,핑크테이블,1
391,바베큐통족발,1
392,통족발,1
393,폭립추천,1
394,백립,1
395,이마트폭립,1
396,폭립,1
397,쪽갈비,1
398,서가앤쿡폭립,1
399,빕스기네스폭립,1
400,pork,1
401,돼지등갈비,1
402,porkrib,1
403,rib,1
404,폭찹,1
405,등갈비폭립,1
406,등갈비구이,1
407,크라제폭립,1
408,ribs,1
409,폭립바베큐,1
410,버팔로윙,1
411,폭립배달,1
412,폭립소스만드는법,1
413,폭립소스,1
414,아워홈오리지널바베큐폭립,1
415,빕스바베큐폭립,1
416,바베큐폭립,1
417,빕스폭립,1
418,폭립에어프라이어,1
419,노브랜드폭립,1
420,아웃백폭립,1
421,쟌슨빌자이언트폭립,1
422,아워홈폭립,1
423,케이쿡폭립,1
424,코스트코폭립,1
425,삽겹살,1
426,돼지고기가격,1
427,미트박스,1
428,국밥,1
429,소곱창창업,1
430,차돌박이,1
431,맥주안주,1
432,우삼겹,1
433,돼지양념갈비,1
434,돼지등갈비가격,1
435,냉동삼겹살,1
436,사태,1
437,등갈비가격,1
438,목심,1
439,목살,1
440,돼지앞다리살,1
441,곱창창업,1
442,삼겹살구이,1
443,등갈비에어프라이어,1
444,돼지뒷다리,1
445,등갈비1kg,1
446,냉동등갈비,1
447,찜닭,1
448,등갈비오븐구이,1
449,삼겹살프랜차이즈,1
450,수입육,1
451,배달창업,1
452,닭국수,1
453,생삼겹살,1
454,등심,1
455,소등갈비,1
456,코스트코등갈비,1
457,호주산소고기,1
458,목살가격,1
459,한돈등갈비,1
460,등갈비소스,1
461,등갈비찜맛있게만드는법,1
462,돼지갈비,1
463,등갈비김치찜,1
464,양념돼지갈비,1
465,수입돼지고기,1
466,등갈비간장조림,1
467,삼겹살가격,1
468,순대창업,1
469,등갈비배달,1
470,와규,1
471,고기집창업,1
472,갈비집,1
473,등갈비찜,1
474,한식전문점,1
475,등갈비,1
476,등갈비양념,1
477,양념갈비살,1
478,국내산등갈비,1
479,삼겹살,1
480,등갈비김치찜황금레시피,1
481,오겹살,1
482,등갈비바베큐,1
483,부채살,1
484,등갈비요리,1
485,안심,1
486,매운등갈비,1
487,국수,1
488,갈매기살,1
489,통삼겹살,1
490,돼지고기등심,1
491,앞다리살,1
492,족발창업,1
493,한우갈비,1
494,소갈비살,1
495,대패삼겹살,1
496,만두집창업,1
497,돼지껍데기요리,1
498,삼겹살창업,1
499,항정살,1
500,생선구이전문점,1
501,수입등갈비,1
502,수입산삼겹살,1
503,척아이롤,1
504,두부,1
505,채끝살,1
506,치즈등갈비,1
507,막창창업,1
508,생등갈비,1
509,돼지등심,1
510,국산등갈비,1
511,등갈비김치찌개,1
512,생고기,1
513,정육식당,1
514,통삼겹,1
515,고깃집창업,1
516,돼지앞다리,1
517,돼지목살,1
518,삼겹살맛있는집,1
519,꼬치체인점,1
520,소고기체인점,1
521,바베큐식당,1
522,바베큐요리,1
523,출장바베큐추천,1
524,통삼겹바베큐,1
525,야외바베큐,1
526,통돼지바베큐출장,1
527,바베큐메뉴,1
528,바비큐파티,1
529,훈제바베큐,1
530,텍사스바베큐,1
531,바베큐장,1
532,통삼겹살바베큐,1
533,바베큐연구소,1
534,바베큐배달,1
535,바베큐바비큐,1
536,바베큐소스만드는법,1
537,캠핑바베큐,1
538,통돼지바베큐가격,1
539,바베큐재료,1
540,바베큐기계,1
541,바베큐그릴,1
542,야유회음식,1
543,바베큐숯,1
544,출장통돼지바베큐가격,1
545,바베큐그릴석쇠,1
546,바베큐타운,1
547,돼지바베큐,1
548,돼지바비큐,1
549,바베큐출장,1
550,바비큐,1
551,삼겹살바베큐,1
552,바베큐음식,1
553,바베큐란,1
554,숯불바베큐,1
555,바베큐소스,1
556,바베큐세트,1
557,유용욱바베큐연구소,1
558,바베큐꼬치,1
559,와인안주세트,1
